,bt,km,transmission,ownerNo,oem,modelYear,price,Insurance Validity,Fuel Type,Seats,RTO,Features,Mileage,Engine,Max Power,Torque,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
165,Hatchback,36685,Manual,2,Honda,2016,462000.0,Comprehensive,Petrol,5 Seats,KA,9,19.4,1198,86.8,109.0,red,4,4,No,3610.0,1680.0,1500.0,2345.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
168,Hatchback,32184,Automatic,2,Maruti,2019,843000.0,Third Party insurance,Petrol,5 Seats,KA,9,21.4,1197,83.1,115.0,silver,4,4,No,3995.0,1745.0,1510.0,2520.0,0,Power,Disc,Drum,Tubeless,5,Bangalore
169,Hatchback,32279,Manual,1,Maruti,2018,799000.0,Comprehensive,Petrol,5 Seats,KA,9,21.1,998,100.5,150.0,white,3,4,Yes,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Disc,Tubeless,5,Bangalore
170,Hatchback,59698,Manual,1,Hyundai,2015,576000.0,Comprehensive,Petrol,5 Seats,KA,9,18.6,1197,81.83,114.7,white,4,4,No,3985.0,1734.0,1505.0,2570.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
172,SUV,90000,Manual,1,Maruti,2017,795000.0,Third Party insurance,Diesel,5 Seats,UNKNO,9,24.3,1248,88.5,200.0,yellow,4,4,Yes,3995.0,1790.0,1640.0,2500.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
173,SUV,9554,Manual,1,Hyundai,2019,1085000.0,Third Party insurance,Petrol,5 Seats,KA,9,18.27,998,118.35,171.6,blue,3,4,Yes,3995.0,1770.0,1605.0,2500.0,6,Power,Disc,Drum,Radial,5,Bangalore
176,SUV,56211,Automatic,2,Ford,2017,777000.0,Comprehensive,Petrol,5 Seats,KA,9,14.8,1497,121.36,150.0,gray,3,4,No,3998.0,1765.0,1647.0,2519.0,6,Power,Disc,Drum,Tubeless,4,Bangalore
177,Hatchback,9001,Manual,1,Honda,2019,753000.0,Comprehensive,Petrol,5 Seats,KA,9,18.2,1199,88.7,110.0,white,4,4,No,3955.0,1694.0,1544.0,2530.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
179,Hatchback,23682,Manual,1,Honda,2017,725000.0,Comprehensive,Petrol,5 Seats,KA,9,18.7,1199,88.7,110.0,red,4,4,No,3955.0,1694.0,1544.0,2530.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
181,Hatchback,134557,Manual,2,Maruti,2015,629000.0,Comprehensive,Diesel,5 Seats,KA,9,25.2,1248,74.0,190.0,white,4,4,Yes,3840.0,1735.0,1530.0,2450.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
182,Sedan,96567,Manual,2,Maruti,2013,447000.0,Comprehensive,Petrol,5 Seats,KA,9,22.41,1197,88.5,113.0,blue,4,4,No,3995.0,1735.0,1515.0,2450.0,5,Electronic,Disc,Drum,Tubeless,4,Bangalore
183,Hatchback,120000,Manual,3,Maruti,2015,400000.0,Third Party insurance,Petrol,5 Seats,KA,8,23.1,998,67.04,90.0,white,3,4,No,3715.0,1635.0,1565.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
185,Hatchback,34000,Manual,1,Honda,2018,745000.0,Comprehensive,Petrol,5 Seats,KA,9,18.7,1199,88.7,110.0,maroon,4,4,No,3955.0,1694.0,1544.0,2530.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
186,Hatchback,81634,Automatic,1,Hyundai,2014,490000.0,Comprehensive,Petrol,5 Seats,KA,9,18.9,1197,82.0,114.0,white,4,4,No,3765.0,1660.0,1520.0,2425.0,4,Power,Disc,Drum,Tubeless,5,Bangalore
188,SUV,70000,Automatic,2,Ford,2016,675000.0,Third Party insurance,Petrol,5 Seats,KA,9,15.63,1499,110.4,140.0,silver,4,4,No,3999.0,1765.0,1708.0,2520.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
189,Hatchback,70000,Manual,2,Honda,2013,330000.0,Third Party insurance,Petrol,5 Seats,KA,9,19.4,1198,86.8,109.0,red,4,4,No,3610.0,1680.0,1500.0,2345.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
191,Hatchback,17624,Manual,1,Maruti,2017,869000.0,Comprehensive,Petrol,5 Seats,KA,9,21.4,1197,83.1,115.0,white,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
194,SUV,49690,Manual,2,Ford,2018,1025000.0,Third Party insurance,Petrol,5 Seats,KA,9,15.9,1496,120.69,149.0,blue,3,4,No,3998.0,1765.0,1647.0,2519.0,5,Electronic,Disc,Drum,Tubeless,4,Bangalore
198,SUV,55702,Automatic,1,Ford,2018,844000.0,Comprehensive,Petrol,5 Seats,KA,9,14.8,1497,121.36,150.0,silver,3,4,No,3998.0,1765.0,1647.0,2519.0,6,Power,Disc,Drum,Tubeless,4,Bangalore
199,Hatchback,45046,Manual,1,Hyundai,2016,764000.0,Third Party insurance,Diesel,5 Seats,KA,9,21.19,1396,88.73,220.0,brown,4,4,Yes,3995.0,1760.0,1555.0,2570.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
200,Hatchback,53000,Manual,2,Maruti,2014,420000.0,Third Party insurance,Petrol,5 Seats,KA,8,18.5,1197,85.8,114.0,silver,4,4,No,3775.0,1680.0,1620.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
201,Hatchback,94695,Manual,1,Maruti,2016,684000.0,Third Party insurance,Diesel,5 Seats,KA,9,27.39,1248,74.0,190.0,red,4,4,Yes,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
202,Hatchback,22162,Manual,1,Maruti,2019,802999.0,Zero Dep,Petrol,5 Seats,KA,9,21.4,1197,83.1,115.0,silver,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
203,Hatchback,70000,Manual,2,Hyundai,2010,320000.0,Third Party insurance,Petrol,5 Seats,KA,9,17.92,1086,62.1,96.1,others,3,4,No,3565.0,1525.0,1590.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
206,Hatchback,42233,Manual,2,Maruti,2016,548000.0,Comprehensive,Petrol,5 Seats,KA,9,22.38,1197,88.5,113.0,white,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
207,Hatchback,20941,Manual,1,Hyundai,2019,619000.0,Comprehensive,Petrol,5 Seats,KA,9,18.9,1197,81.86,113.75,others,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
208,SUV,50000,Manual,2,Maruti,2018,1000000.0,Third Party insurance,Diesel,5 Seats,KA,9,24.3,1248,88.5,200.0,red,4,4,Yes,3995.0,1790.0,1640.0,2500.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
209,SUV,46602,Manual,1,Honda,2018,865000.0,Comprehensive,Petrol,5 Seats,KA,9,17.5,1199,88.7,110.0,brown,4,4,No,3999.0,1734.0,1601.0,2555.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
211,Hatchback,104000,Manual,2,Maruti,2014,535000.0,Comprehensive,Diesel,5 Seats,KA,9,25.2,1248,74.0,190.0,red,4,4,Yes,3840.0,1735.0,1530.0,2450.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
212,SUV,90000,Manual,1,Ford,2018,975000.0,Comprehensive,Diesel,5 Seats,KA,9,23.0,1498,98.96,205.0,brown,4,4,Yes,3998.0,1765.0,1647.0,2519.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
213,Hatchback,50035,Manual,1,Maruti,2017,699000.0,Third Party insurance,Petrol,5 Seats,KA,9,21.4,1197,83.1,115.0,blue,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
214,SUV,80000,Manual,1,Tata,2021,1150000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,17.57,1199,118.36,170.0,gray,3,4,Yes,3993.0,1811.0,1606.0,2498.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
215,Hatchback,90000,Manual,2,Hyundai,2015,625000.0,Comprehensive,Petrol,5 Seats,KA,9,18.6,1197,81.83,114.7,maroon,4,4,No,3985.0,1734.0,1505.0,2570.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
218,Sedan,25170,Manual,1,Maruti,2015,675000.0,Third Party insurance,Petrol,5 Seats,KA,9,22.41,1197,88.5,113.0,blue,4,4,No,3995.0,1735.0,1515.0,2450.0,5,Electronic,Disc,Drum,Tubeless,4,Bangalore
220,Hatchback,100000,Manual,2,Maruti,2012,420000.0,Third Party insurance,Diesel,5 Seats,KA,8,22.9,1248,74.0,190.0,others,4,4,Yes,3850.0,1695.0,1530.0,2430.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
224,Hatchback,36459,Automatic,2,Hyundai,2015,525000.0,Comprehensive,Petrol,5 Seats,KA,9,18.9,1197,82.0,114.0,red,4,4,No,3765.0,1660.0,1520.0,2425.0,4,Power,Disc,Drum,Tubeless,5,Bangalore
225,SUV,93725,Manual,1,Maruti,2016,750000.0,Comprehensive,Diesel,5 Seats,KA,9,23.65,1248,88.5,200.0,gray,4,4,Yes,4300.0,1785.0,1595.0,2600.0,5,Power,Disc,Disc,Tubeless,5,Bangalore
227,Sedan,43469,Manual,1,Maruti,2015,645000.0,Zero Dep,Petrol,5 Seats,KA,9,22.41,1197,88.5,113.0,red,4,4,No,3995.0,1735.0,1515.0,2450.0,5,Electronic,Disc,Drum,Tubeless,4,Bangalore
230,SUV,100000,Manual,1,Maruti,2018,850000.0,Comprehensive,Diesel,5 Seats,KA,9,24.3,1248,88.5,200.0,red,4,4,Yes,3995.0,1790.0,1640.0,2500.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
234,Hatchback,40771,Manual,2,Volkswagen,2021,999000.0,Third Party insurance,Petrol,5 Seats,KA,9,18.24,999,108.62,175.0,silver,3,4,Yes,3971.0,1682.0,1469.0,2470.0,6,Electronic,Disc,Drum,Tubeless,5,Bangalore
235,Hatchback,28000,Manual,1,Honda,2018,825000.0,Comprehensive,Petrol,5 Seats,KA,9,18.7,1199,88.7,110.0,silver,4,4,No,3955.0,1694.0,1544.0,2530.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
237,SUV,26000,Automatic,1,Hyundai,2020,1295000.0,Comprehensive,Petrol,5 Seats,KA,9,18.15,998,118.35,172.0,white,3,4,Yes,3995.0,1770.0,1605.0,2500.0,7,Electronic,Disc,Drum,Radial,5,Bangalore
238,Hatchback,76032,Manual,1,Maruti,2012,329000.0,Comprehensive,Petrol,5 Seats,KA,9,18.9,998,67.1,90.0,silver,3,4,No,3595.0,1495.0,1700.0,2400.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
243,Hatchback,39959,Manual,1,Maruti,2016,681000.0,Zero Dep,Petrol,5 Seats,KA,9,21.4,1197,83.1,115.0,orange,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
245,Hatchback,65484,Manual,3,Maruti,2016,318000.0,Third Party insurance,Petrol,5 Seats,KA,9,24.39,998,65.71,89.0,others,3,4,No,3530.0,1490.0,1520.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
246,Hatchback,49174,Manual,1,Maruti,2017,688000.0,Comprehensive,Petrol,5 Seats,KA,9,21.4,1197,83.1,115.0,red,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
247,SUV,20000,Manual,1,Volkswagen,2022,1300000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,20.08,999,113.98,178.0,red,3,4,Yes,4221.0,1760.0,1612.0,2651.0,6,Electronic,Disc,Drum,Tubeless,5,Bangalore
248,Hatchback,50000,Manual,1,Hyundai,2009,265000.0,Third Party insurance,Petrol,5 Seats,KA,8,20.36,1197,78.9,111.7,others,4,4,No,3585.0,1595.0,1550.0,2380.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
249,Sedan,40000,Automatic,2,Maruti,2018,645000.0,Third Party insurance,Petrol,5 Seats,KA,9,22.0,1197,81.8,113.0,others,4,4,No,3995.0,1735.0,1515.0,2450.0,5,Electronic,Disc,Drum,Tubeless,4,Bangalore
252,Hatchback,80000,Manual,1,Maruti,2020,620000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,21.21,1197,81.8,113.0,others,4,4,No,3840.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
253,SUV,20000,Manual,1,MG,2022,1470000.0,Third Party insurance,Petrol,5 Seats,KA,9,15.43,1498,108.49,144.0,others,4,4,No,4323.0,1809.0,1650.0,2585.0,5,Electronic,Disc,Disc,Tubeless,5,Bangalore
254,Sedan,70000,Manual,1,Hyundai,2010,220000.0,Third Party insurance,CNG,5 Seats,TN,8,13.2,1495,93.7,124.5,others,4,4,No,4250.0,1670.0,1370.0,2440.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
256,Hatchback,40000,Manual,1,Renault,2020,415000.0,Third Party insurance,Petrol,5 Seats,KA,9,21.74,999,67.0,91.0,blue,3,4,No,3731.0,1579.0,1490.0,2422.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
257,Hatchback,63797,Manual,1,Honda,2016,610000.0,Comprehensive,Petrol,5 Seats,KA,9,18.7,1199,88.7,110.0,brown,4,4,No,3955.0,1694.0,1544.0,2530.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
258,Hatchback,60216,Manual,2,Hyundai,2018,560000.0,Comprehensive,Petrol,5 Seats,KA,9,18.9,1197,81.86,113.75,red,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
259,Hatchback,10000,Automatic,2,Maruti,2015,425000.0,Third Party insurance,Petrol,5 Seats,KA,9,23.95,998,67.05,90.0,others,3,4,No,3545.0,1515.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
260,Hatchback,38153,Manual,1,Maruti,2016,686000.0,Comprehensive,Petrol,5 Seats,KA,9,21.4,1197,83.1,115.0,silver,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
261,Hatchback,76485,Manual,1,Maruti,2015,517000.0,Comprehensive,Petrol,5 Seats,KA,9,22.38,1197,88.5,113.0,silver,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
262,Hatchback,40000,Manual,2,Maruti,2015,385000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,20.51,998,67.04,90.0,others,3,4,No,3599.0,1495.0,1700.0,2400.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
263,Hatchback,40623,Manual,1,Maruti,2016,675000.0,Comprehensive,Petrol,5 Seats,KA,9,21.4,1197,83.1,115.0,blue,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
265,Hatchback,88051,Manual,1,Maruti,2014,499000.0,Third Party insurance,Petrol,5 Seats,KA,9,22.38,1197,88.5,113.0,red,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
266,Hatchback,16522,Manual,1,Maruti,2022,774000.0,Third Party insurance,Petrol,5 Seats,KA,9,22.38,1197,88.5,113.0,others,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
269,SUV,50000,Manual,1,Hyundai,2019,1025000.0,Third Party insurance,Diesel,5 Seats,UNKNO,9,23.7,1396,88.76,219.6,others,4,4,No,3995.0,1770.0,1605.0,2500.0,6,Power,Disc,Drum,Radial,5,Bangalore
270,SUV,10000,Manual,1,Tata,2023,1400000.0,Third Party insurance,Petrol,5 Seats,KA,9,17.33,1199,118.35,170.0,others,3,4,No,3993.0,1811.0,1606.0,2498.0,6,Electronic,Disc,Drum,Tubeless,5,Bangalore
271,Hatchback,57000,Manual,2,Hyundai,2013,285000.0,Third Party insurance,Petrol,5 Seats,KA,8,21.1,814,55.2,74.5,silver,3,3,No,3495.0,1550.0,1500.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
273,Hatchback,10000,Manual,1,Maruti,2019,780000.0,Third Party insurance,Petrol,5 Seats,KA,9,21.4,1197,83.1,115.0,red,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
274,Hatchback,50000,Manual,2,Maruti,2012,475000.0,Third Party insurance,Petrol,5 Seats,KA,8,18.6,1197,85.8,114.0,others,4,4,No,3850.0,1695.0,1530.0,2430.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
276,Hatchback,35469,Manual,1,Hyundai,2014,555000.0,Comprehensive,Petrol,5 Seats,KA,8,18.9,1197,82.0,114.0,gray,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
277,Hatchback,40073,Manual,2,Honda,2017,607000.0,Third Party insurance,Petrol,5 Seats,KA,9,18.7,1199,88.7,110.0,others,4,4,No,3955.0,1694.0,1544.0,2530.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
278,Hatchback,65730,Manual,2,Hyundai,2017,513999.0,Third Party insurance,Petrol,5 Seats,KA,9,18.9,1197,81.86,113.75,red,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
279,Sedan,120000,Manual,2,Maruti,2005,250000.0,Third Party insurance,Petrol,5 Seats,KA,2,15.4,1590,94.0,130.0,silver,4,4,No,4225.0,1690.0,1390.0,2425.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
280,Hatchback,36184,Manual,2,Maruti,2016,705000.0,Third Party insurance,Petrol,5 Seats,KA,9,21.4,1197,83.1,115.0,silver,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
281,Hatchback,69310,Manual,1,Maruti,2016,653000.0,Comprehensive,Petrol,5 Seats,KA,9,21.4,1197,83.1,115.0,white,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
283,Hatchback,62803,Automatic,2,Hyundai,2017,564000.0,Third Party insurance,Petrol,5 Seats,KA,9,18.9,1197,81.86,113.75,red,4,4,No,3765.0,1660.0,1520.0,2425.0,4,Power,Disc,Drum,Tubeless,5,Bangalore
284,Hatchback,90000,Manual,2,Volkswagen,2011,370000.0,Third Party insurance,Diesel,5 Seats,KA,9,22.07,1199,73.9,180.0,others,3,4,No,3970.0,1682.0,1453.0,2456.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
285,Hatchback,68656,Manual,1,Maruti,2015,550000.0,Third Party insurance,Petrol,5 Seats,KA,9,22.38,1197,88.5,113.0,silver,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
286,Hatchback,77501,Manual,3,Honda,2016,517000.0,Comprehensive,Petrol,5 Seats,KA,9,18.7,1199,88.7,110.0,brown,4,4,No,3955.0,1694.0,1544.0,2530.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
287,Sedan,40000,Manual,1,Maruti,2016,620000.0,Third Party insurance,Petrol,5 Seats,KA,8,20.85,1197,83.14,115.0,others,4,4,No,3995.0,1695.0,1555.0,2430.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
288,Sedan,40000,Manual,1,Maruti,2016,620000.0,Third Party insurance,Petrol,5 Seats,KA,8,20.85,1197,83.14,115.0,others,4,4,No,3995.0,1695.0,1555.0,2430.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
290,SUV,30000,Manual,1,Tata,2022,1220000.0,Third Party insurance,Petrol,5 Seats,KA,9,17.57,1199,118.36,170.0,others,3,4,Yes,3993.0,1811.0,1606.0,2498.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
292,Hatchback,69000,Manual,1,Maruti,2015,575000.0,Comprehensive,Petrol,5 Seats,KA,9,22.0,1197,81.8,113.0,white,4,4,No,3840.0,1735.0,1530.0,2450.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
294,Sedan,50000,Manual,2,Hyundai,2016,868000.0,Third Party insurance,Petrol,5 Seats,KA,9,17.01,1591,121.3,154.9,others,4,4,No,4375.0,1700.0,1475.0,2570.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
296,Hatchback,20000,Manual,1,Hyundai,2021,980000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,20.0,998,118.36,171.62,others,3,4,Yes,3995.0,1775.0,1505.0,2580.0,6,Electronic,Disc,Drum,Tubeless,5,Bangalore
297,Hatchback,14999,Automatic,1,Maruti,2022,900000.0,Third Party insurance,Petrol,5 Seats,KA,9,22.56,1197,88.5,113.0,white,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
298,Hatchback,90773,Manual,2,Honda,2016,550000.0,Comprehensive,Petrol,5 Seats,KA,9,18.7,1199,88.7,110.0,white,4,4,No,3955.0,1694.0,1544.0,2530.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
300,Hatchback,64917,Manual,2,Maruti,2017,610000.0,Zero Dep,Petrol,5 Seats,KA,9,20.4,1197,81.8,113.0,white,4,4,No,3840.0,1735.0,1530.0,2450.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
301,Hatchback,70235,Manual,1,Honda,2017,543000.0,Comprehensive,Petrol,5 Seats,KA,9,18.7,1199,88.7,110.0,brown,4,4,No,3955.0,1694.0,1544.0,2530.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
302,Hatchback,30000,Manual,1,Hyundai,2021,980000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,20.0,998,118.36,171.62,others,3,4,Yes,3995.0,1775.0,1505.0,2580.0,6,Electronic,Disc,Drum,Tubeless,5,Bangalore
303,Hatchback,78782,Manual,1,Honda,2016,535000.0,Zero Dep,Petrol,5 Seats,KA,9,18.7,1199,88.7,110.0,brown,4,4,No,3955.0,1694.0,1544.0,2530.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
306,Hatchback,52486,Manual,2,Maruti,2015,505000.0,Comprehensive,Petrol,5 Seats,KA,9,22.38,1197,88.5,113.0,others,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
308,SUV,36887,Manual,1,Honda,2017,865000.0,Third Party insurance,Petrol,5 Seats,KA,9,17.5,1199,88.7,110.0,silver,4,4,No,3999.0,1734.0,1601.0,2555.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
309,SUV,47962,Manual,1,Hyundai,2019,999000.0,Comprehensive,Petrol,5 Seats,KA,9,18.27,998,118.35,171.6,blue,3,4,Yes,3995.0,1770.0,1605.0,2500.0,6,Power,Disc,Drum,Radial,5,Bangalore
313,Sedan,100000,Manual,1,Maruti,2012,550000.0,Third Party insurance,Diesel,5 Seats,UNKNO,9,19.3,1248,73.9,190.0,white,4,4,Yes,4160.0,1690.0,1530.0,2390.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
316,Hatchback,90000,Automatic,3,Volkswagen,2013,520000.0,Third Party insurance,Petrol,5 Seats,KA,9,17.21,1197,103.6,175.0,others,4,4,Yes,3971.0,1682.0,1469.0,2469.0,7,Power,Disc,Drum,Tubeless,5,Bangalore
317,Hatchback,116624,Manual,1,Maruti,2016,616000.0,Zero Dep,Petrol,5 Seats,KA,9,21.4,1197,83.1,115.0,blue,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
320,Hatchback,65072,Manual,1,Honda,2016,624000.0,Comprehensive,Petrol,5 Seats,KA,9,18.7,1199,88.7,110.0,red,4,4,No,3955.0,1694.0,1544.0,2530.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
321,Hatchback,133532,Manual,1,Hyundai,2017,549000.0,Zero Dep,Petrol,5 Seats,KA,9,18.9,1197,81.86,113.75,others,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
323,Sedan,39886,Manual,1,Maruti,2013,524000.0,Comprehensive,Petrol,5 Seats,KA,9,22.41,1197,88.5,113.0,orange,4,4,No,3995.0,1735.0,1515.0,2450.0,5,Electronic,Disc,Drum,Tubeless,4,Bangalore
325,Hatchback,56976,Manual,2,Maruti,2015,583000.0,Comprehensive,Diesel,5 Seats,KA,9,25.2,1248,74.0,190.0,others,4,4,Yes,3840.0,1735.0,1530.0,2450.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
326,Sedan,68303,Manual,2,Volkswagen,2020,1147000.0,Zero Dep,Petrol,5 Seats,KA,9,17.69,999,108.62,175.0,white,3,4,Yes,4390.0,1699.0,1467.0,2553.0,6,Electronic,Disc,Drum,Tubeless,4,Bangalore
330,Hatchback,72348,Manual,1,Volkswagen,2018,755000.0,Third Party insurance,Petrol,5 Seats,KA,9,16.2,1199,74.0,110.0,gray,3,4,No,3971.0,1682.0,1469.0,2469.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
331,SUV,70000,Manual,1,Hyundai,2015,875000.0,Comprehensive,Petrol,5 Seats,KA,9,13.0,1591,121.3,151.0,silver,4,4,No,4270.0,1780.0,1630.0,2590.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
332,Hatchback,62696,Manual,1,Volkswagen,2021,855000.0,Third Party insurance,Petrol,5 Seats,KA,9,17.74,999,75.1,95.0,white,3,4,No,3971.0,1682.0,1469.0,2469.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
334,Hatchback,65000,Manual,1,Hyundai,2016,525000.0,Comprehensive,Petrol,5 Seats,KA,9,18.9,1197,82.0,114.0,orange,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
335,Hatchback,36000,Automatic,1,Hyundai,2017,650000.0,Comprehensive,Petrol,5 Seats,KA,9,18.9,1197,81.86,113.75,silver,4,4,No,3765.0,1660.0,1520.0,2425.0,4,Power,Disc,Drum,Tubeless,5,Bangalore
338,Hatchback,69748,Manual,2,Maruti,2013,424000.0,Comprehensive,Petrol,5 Seats,KA,9,22.38,1197,88.5,113.0,red,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
342,SUV,12003,Automatic,1,Renault,2022,850000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,19.03,999,71.01,96.0,silver,3,4,No,3991.0,1750.0,1605.0,2500.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
343,SUV,114427,Manual,2,Ford,2018,836000.0,Comprehensive,Diesel,5 Seats,KA,9,23.0,1498,98.96,205.0,red,4,4,Yes,3998.0,1765.0,1647.0,2519.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
344,SUV,20000,Automatic,1,Renault,2022,660000.0,Third Party insurance,Petrol,5 Seats,KA,9,19.03,999,71.01,96.0,others,3,4,No,3991.0,1750.0,1605.0,2500.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
345,Hatchback,64655,Manual,1,Honda,2012,334000.0,Comprehensive,Petrol,5 Seats,KA,9,19.4,1198,86.8,109.0,white,4,4,No,3610.0,1680.0,1500.0,2345.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
